s_no,district,station_name,address,latitude,longitude
575,Surendranagar,Panshina,"Office of Police Sub Inspector,Panshina",22.548351,71.970676
576,Surendranagar,Patadi,"Office of Police Sub Inspector,Near Mamalatadar Office,Patadi",23.188971,71.795475
577,Surendranagar,Sayla,"Office of Police Sub Inspector,Police Station,National Highway,Sayla",22.537408,71.480899
578,Surendranagar,Thangadh,"Office of Police Inspector,Police Station,Near Office of G.E.B.,Thangadh",22.571608,71.198235
579,Surendranagar,Vadhwan,"Office of Police Sub Inspector,Opp. Dajiraj High school,Wadhwan",22.70527,71.675963
580,Surendranagar,Zinzuwada,"Office of Police Sub Inspector,Zinzuwada",23.350015,71.655478
581,Surendranagar,urendranagar City A Di,"Office of Police Inspector,Near Ajaramar Tower,Jail Chowk,Surendranagar",22.725309,71.62844
582,Surendranagar,urendranagar City B Di,"Office of Police Sub Inspector , Roll Smooth Alignment, Plot No.34, GIDC,
Wadhwan",22.719152,71.660197
583,Surendranagar,Bajana,"Office of Police Sub Inspector,bajana police station, at-malvan tal-patdi",23.063494,71.750475
584,Surendranagar,Nani Moldi,"Office of Police Inspector,at-bamanbor, tal-chotila",22.414258,71.12837
585,Tapi,Kakrapar,"Kakrapar Police Station,Anumala (Towanship), uchamada",21.201859,73.416176
586,Tapi,Mahila,"Mahila Police Station,near sayaji groud, Vyara polstn compaund",21.109639,73.387033
587,Tapi,Nizar,"Nizar Police Station, near bus stand, Nizar",21.477363,74.194996
588,Tapi,Songadh,"Songadh Police Station, near bus stand, songadh, Tapi.",21.167554,73.561611
589,Tapi,Uchchhal,"Uchchhal Police Station, near bus stand, Uchchhal, Tapi",21.168481,73.769238
590,Tapi,Ukai,"Ukai Police Station, near patharda coloni sector-2 ,Ukai.",21.234079,73.578029
591,Tapi,Valod,"Valod Police Station, near mamlatdar office Valod, Tapi.",21.048052,73.262319
592,Tapi,Vyara,"Vyara Police Station, near sayaji groud, Vyara, Tapi.",21.109672,73.387302
593,Tapi,Dolvan,"Dolvan Police Station, naka faliya , Dolvan, Tapi.",20.901673,73.334223
594,Vadodara City,Chhani,"Chhani Gam, Vadodara City-",22.364566,73.167328
595,Vadodara City,City,"Opp. Jamnabai Hospital, Lilo Banglo, Vadodara City -",22.300283,73.213712
596,Vadodara City,Fategunj,"Chhani Road, Navayard, NR Suzuki Showroom ,Vadodara City -",22.335599,73.173589
597,Vadodara City,Gorwa,"Nr. Bapuni Dargah, Gorwa Vadodara City -",22.333619,73.156307
598,Vadodara City,Gotri,"Opp.Geri Compund, Near Imperia Building, Gotri Bhayli Road, Vadodara",22.310708,73.139178
599,Vadodara City,J P Road,"J.P.Raod Tandalja Road, Patrakar Charrasta, Vadodara-",22.288293,73.15289
600,Vadodara City,Jawaharnagar,"Jawaharnagar, Near Ranoli Bridge, Vadodara -",22.392239,73.121554
601,Vadodara City,Karelibaug,"Karelibaug NR Bhutdi Jampa, Vadodara City-",22.30719,73.204553
602,Vadodara City,Bapod,"Ajwa Waghodia Ring Road, Nr. Bapod Talav, Vadodara",22.305512,73.239188
603,Vadodara City,Mahila,"Opp.Hujarat pagar road, Bhutdijapa police line Karelibaug, Vadodara City -",22.30623,73.204884
604,Vadodara City,Makarpura,"Makarpura NR Bhavans School, Makarpura Road-",22.270577,73.203201
605,Vadodara City,Manjalpur,"Rain Basera, G.I.D.C., Makarpura, Vadodara",22.256277,73.180688
606,Vadodara City,Navapura,"Navapura NR Reliance Fresh Shop, R.V.Desai Road, Navapura-",22.289338,73.205434
607,Vadodara City,Panigate,"Panigate NR Pani Gate Dharwaja, Panigate, Vadodara -",22.299719,73.215529
608,Vadodara City,Ravpura,"Raopura Main Road, Near Khadi Gramodhyog Opp Mam'S Poll, Vadodara City -",22.303867,73.196553
609,Vadodara City,Sama,"D/1-1 & 1/2, B/H Narmada Vasahat Colony, Nr. Chhani Jakatnaka, Vadodara",22.346193,73.177298
610,Vadodara City,Sayajigunj,"Sayajigunj, Near Vadodara Rly Station, Vadodara City-",22.30975,73.182949
611,Vadodara City,Vadi,"Wadi NR Gendi Gate, Vadodara.",22.296535,73.210444
612,Vadodara City,Laxmipura,"Laxmipura, Nr. Samta Flat, Gorva Road, Vadodara",22.327575,73.140111
613,Vadodara City,Harni,"Near Harni talav, beside Damar Palant, Harni Town, vadodara",22.339413,73.22037
614,Vadodara City,Varasiya,"Old RTO Office Varasiya, Vadodara",22.309012,73.219112
615,Vadodara City,Nandesari,"Nandesari p_stn Nr. MGVCL Office Nr. Dipak Nitrate Company, Vadodara",22.414603,73.093576
616,Vadodara City,DCB,"Bhadra Kacheri, Panigate, Vadodara",22.3025,73.2142
617,Vadodara Rural,Bhadarwa,"Bhadarava Police Station, Rayan vagha, Bhadarwa Savli Road, Bhadarwa, Tal.
Savli,",22.515646,73.129781
618,Vadodara Rural,Chanod,"Chanod Police Station, Near Chanod Rly Station,Tal- Dabhoi, Dist- Vadodara.",21.98528,73.45534
619,Vadodara Rural,Dabhoi,"Dabhoi Police Station, Nr Kadiyavad, Dadhoi, Tal. Dabhoi, Dist. Vadodara",22.1309,73.426
620,Vadodara Rural,Desar,"Desar Police Station, Talav Bhagol, At Desar, Ta. Savali, Dist.Vadopdara",22.7172,73.2907
621,Vadodara Rural,Karjan,"Karjan Police Station, Nava Bazzar, Karjan, Tal. Karjan, Dist. Vadodara Rural,",22.05363,73.11297
622,Vadodara Rural,Mahila,"Mahila Police Station Room No.927, Kuberbhavan Roupura, 9th floor,
Vadodara",22.30245,73.19486
623,Vadodara Rural,Padara,"Padra Police Station, Near Mamlatdar Office, Ta.Padra Dist. Vadodara",22.241916,73.084204
624,Vadodara Rural,Savli,"Savali Police Station, Giridharnagar Chokdi, Savali, tal. Savli, Distt. Vadodara",22.55751,73.22227
625,Vadodara Rural,Shinor,"Shinor Police Station, Near Ramji Mandir, Shinor, Tal. Shinor. Distt Vadodara.",21.9108,73.34212
626,Vadodara Rural,Vadodara Taluka,"Vadodara Taluka police Station, bhadra kacheri, Panigate Dist. Vadodara",22.29585,73.20346
627,Vadodara Rural,Vadugam,Vadugam near vetnari hospital vadu,22.218248,72.981617
628,Vadodara Rural,Vaghodia,"Waghodiya Police Station, Mamlatdar Kacheri Compund, Tal- Waghodiya, Dist-
Vadodara.",22.3039,73.403711
629,Vadodara Rural,Varnama,"Varnama Police Station, Beside Panchayat office , Tal - Dist- Vadodara.",22.18146,73.1819
630,Valsad,Dharampur,"Dharampur Pstn., Opp. S.T. Depo, Dharampur.Ta. Dharampur",20.537831,73.171474
631,Valsad,Dungri,"Dungri Police Station, Near Railway Station, Dungri. Ta.Valsad",20.690528,72.949167
632,Valsad,Kaprada,"GJ SH 67,Near Baroda Bank,Kaparada",20.3435,73.219167
633,Valsad,Mahila,"Mahila Police Station, in Valsad Town Police Station, Opp. Jalaram Mandir,
Valsad. Ta.& Di. Valsad",20.606722,72.928611
634,Valsad,Pardi,"Near Pardi Court,Ta-Pardi Dist-Valsad",20.517444,72.95
635,Valsad,Umargam,"Near M.M. High School,Umargam",20.193694,72.749722
636,Valsad,Umargam Marin,Marin Police Station Near Nargol Bus Station Ta.Umargam,20.215893,72.750332
637,Valsad,Valsad Rural,"Valsad Rural Police Station, Near Kalyan Bag, Valsad. Ta.Valsad",20.609389,72.93
638,Valsad,Valsad Town,"Valsad Town Police Station, Opp. Jalaram Mandir, Valsad. Ta.& Di. Valsad",20.606722,72.928611
639,Valsad,Vapi GIDC,"Vapi GIDC Police Station, Vapi Ta.Vapi Dist. Valsad",20.363139,72.921944
640,Valsad,Vapi Town,"Vapi Town Police Station, Near Nagarapalika Ta.Vapi Dist.Valsad",20.373333,72.906389
641,Valsad,Dungara,"Dungra Police Station, Hariyapark Ta. Vapi Dist. Valsad",20.335889,72.941667
642,Valsad,Nanapondha,"Nanapondha Police Station Ta. Kaparada, Di.Valsad.",20.414496,73.126383
643,Valsad,Bhilad,"Zaroli Bhilad Road,Gulshan Nagar,Bhilad",20.268398,72.886257
658,Western Rly Vadodara,Anand Rly,Office Of The P.S.I. Annad Reilway police station,22.5617,72.9663
659,Western Rly Vadodara,Bharuch Rly,Office Of The P.S.I. Bhruch Reilway police station,21.7042,72.9994
660,Western Rly Vadodara,Dabhoi Rly,Office Of The P.S.I. Dabhoi Reilway police station,22.137586,73.415591
661,Western Rly Vadodara,Godhra Rly,Office Of The P.S.I.Godhara Reilway police station,22.7768,73.6062
662,Western Rly Vadodara,Nadiad Rly,Office Of The P.S.I.Nadiad Reilway police station,22.693681,72.857255
663,Western Rly Vadodara,Surat Rly,Office Of The P.I.Surat Reilway police station,21.2049,72.8408
664,Western Rly Vadodara,Vadodara Rly,Office Of The P.I. Vadodara Reilway police station,22.3108,73.1809
665,Western Rly Vadodara,Valsad Rly,Office Of The P.S.I.Valsad Reilway police station,20.6079,72.9336
666,Western Rly Vadodara,Dahod Rly,Office Of The P.S.I.Dahod Reilway police station,22.843928,74.251505
667,Western Rly Vadodara,Vapi Rly,Office Of The P.S.I.Vapi Reilway police station,20.371354,72.909328
668,ACB,AHMEDABAD City ACB,"Transferry Hostel Room No.11, B/S Shilalekh Bldg. Shubhashbridge Ahmedabad",23.062965,72.599053
669,ACB,AHMEDABAD Rural AC,"BTransferry Hostel Room No.11, B/S Shilalekh Bldg. Shubhashbridge Ahmedabad",23.062965,72.599053
670,ACB,AMRELI ACB,"Bahumali bhavan,sevasadn-2, block no-A/7, Rajmahel compound,amreli",21.60603,71.21789
671,ACB,ANAND ACB,"Opp. Jaganath Mahadev Temple, Khetiwadi Road, At - Anand, Ta & Dist - Anand",22.54155,72.962471
672,ACB,ARVALLI ACB,"Meshwo Colony,B/H behra Munga School, Nr. Collector Office, Modasa",23.4649,73.2965
673,ACB,BHARUCH ACB,"Opp. Ex. megistrate office, near district court, kanabiwaga . Bharuch",21.708656,72.991342
674,ACB,BHAVNAGAR ACB,"Nr. Mahilaa Collage, Muni Deri Chowk, Airport Road, Bhavnagar",21.76795,72.1607
675,ACB,BOTAD ACB,"Taluka sewadan, 2nd floor, Room No. S/B-3,4,5 Paliyad Road, Botad",22.1026,71.3939
676,ACB,CHHOTAUDEPUR ACB,"Zoz road, behind vishram gruh, chhotaudepur",22.308494,74.011999
677,ACB,DAHOD ACB,Juni prant kacheri burhani Soc. Dahod,22.842747,74.251879
678,ACB,V-BHOOMI DWARKA A,"Vinayak Society,Nr. Railway atak,Khambhaliya, Disst. Devbhumi Dwarka",22.221353,69.66163
679,ACB,Jamnagar ACB,"Near Khambhaliya Gate, Outside khojanaka, Old post office Bulding, Jamnagar",22.458509,70.074036
680,ACB,GANDHINAGAR ACB,"Sahyog sankul, GH Rd, Sector 11, Opp. Civil Hospital, Sector 11, Gandhinagar,
Gujarat 382007",23.218624,72.643047
681,ACB,GIR SOMNATH ACB,P.W.D. CAMPUS AGAINST PUBLIC LAI BRARY BANDAR ROAD VERAVAL,20.907506,70.365382
682,ACB,JUNAGADH ACB,"Talav gate, opp. Street no.1, Junagadh",21.51873,70.45968
683,ACB,KHEDA (nadiyad) ACB,"Block No. D 12-13, Sardar Patel Bhavan, Station Road, Nadiad, Dist. Kheda",22.699292,72.856783
684,ACB,MAHESANA ACB,"Azad chowk, Opp. Mahesana taluka police station, mahesana",23.60185,72.39178
685,ACB,MAHISAGAR ACB,"84/18 Ganesh society,Barotwada, vardhari road, Lunawada",23.122984,73.599994
686,ACB,MORBI ACB,"Visi Para, BH. Sankar Ashram, Morbi",22.823786,70.836168
687,ACB,PALANPUR ACB,"Near Old RTO Check Post, Abu Highway Palanpur",24.193224,72.437096
688,ACB,PANCHAMAHAL ACB,"Panchmahal ACB Police Station behind District Panchayat Office Panchmahal
Godhra",22.774035,73.617995
689,ACB,RAJKOT CITY ACB,"Nr. Trikon Bag, BH. SBI Bank, Bhavnagar Utaro, Rajkot",22.296404,70.801806
690,ACB,RAJKOT RURAL ACB,"Nr. Trikon Bag, BH. SBI Bank, Bhavnagar Utaro, Rajkot",22.296404,70.801806
691,ACB,SABARKANTHA ACB,"Collector office Compound, Opp. District Treasury office, Himmatnagar,
Sabarkantha",23.602807,72.961688
692,ACB,SURAT CITY ACB,"Old Police Cammissioner Building, 1 floor, Bahubali Building, Nanpur",21.188242,72.810743
693,ACB,SURAT RURAL ACB,"Old Police Cammissioner Building, 1 floor, Bahubali Building, Nanpur",21.188242,72.810743
694,ACB,SUREDRANAGAR ACB,"Bhind District Udhiyog Center, Near T.V. Station, Surendranagar",22.723657,71.622142
695,ACB,TAPI ACB,"New bus station near, talav road vyara",21.114449,73.386589
696,ACB,VADODARA city ACB,"Narmada Bhavan, C Block, 7 floor, Room No- 727, Jail Road, Vadodara",22.307159,73.181219
697,ACB,VADODARA Rural ACB,"Narmada Bhavan, C Block, 7 flor,Room No- 726, Jail Road, Vadodara",22.307159,73.181219
698,ACB,VALASAD DANG ACB,Jilla seva sadan No.2 second floor Ththal Road valsad Di. Valsad,20.606492,72.929248
699,ACB,KUTCH(WEST) ACB,"Patvadi Naku, Naniba Sanskrut Pathsala Bhuj-Kutch",23.25512,69.66547
700,ACB,NAVASARI ACB,"Navsari ACB PS, Talati No Choro, Kumbhar Wad, Navsari",20.950785,72.930218
701,ACB,NARMADA ACB,"Rajapipala Tekara Faliya, Ta.Nandod, Dist. Narmada",21.8815,73.5031
702,ACB,PATAN ACB,"ACB Police Station Hansapur Tran Rasta,Ujha, Rod Patan",23.850704,72.139854
703,ACB,PORBANDAR ACB,"Behind New Court Building Sandipani Road, Porbandar",21.639223,69.668932
704,ACB,KUTCH(EAST) ACB,"400 Quarter, Gurudawara near, collector Road, Gandhidham kutch",23.072744,70.138884
705,CID Crime,Ahmedabad Zone,"Meghaninagar, New Mental Compound, Ahmedabad",23.055397,72.613055
706,CID Crime,Border Zone Kutch,"O/o the Dysp, In PWD Office Compound, Bhuj",23.242,69.66693
707,CID Crime,Gandhinagar Zone,"O/o the Dysp, Sector-30, B.No.199, Gandhinagar",23.238928,72.672433
708,CID Crime,Rajkot Zone,"B/h Collector Office, Opp.Jam Tower,Shrof Road, Rajkot",22.305839,70.795605
709,CID Crime,Surat Zone,"O/o the Dysp, Udhognagar Police Chowky, Nr.Divyabhaskar Press, Surat",21.188271,72.810927
710,CID Crime,Vadodara Zone,"Block-C 8th Floor, Room No.810,812, Narmda Bhavan, Vadodara",22.301906,73.192619
711,ATS,"ATS, Ahmedabad","Near Nirma University, Chharodi, S.G.High Way, Ahmadabad.",23.126755,72.54091
